update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,vp_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor
386,3164800,11596,24,1619.2,2135.4,3.8,8.0,2.51,0.8125,0.8333,0.8,0.0,0.8125,,317.2,6.83,14.69,0.7468,15.94,0.2697,2.11,0.0141,0.0857,0.8666,-0.0089,0.0192,-0.6553,77,random
387,3172992,11620,24,1631.0,2203.1,3.7,7.9,2.43,0.8333,0.7143,1.0,0.0,0.8333,,294.5,5.58,12.92,0.7102,16.3,0.2544,2.03,0.0086,0.0734,0.8804,-0.0077,0.0199,-0.659,77,random
388,3181184,11639,19,1642.4,2446.8,3.3,8.4,2.08,1.0,1.0,1.0,0.0,1.0,,315.7,6.26,16.73,0.7437,16.73,0.264,2.1,0.0094,0.0902,0.8991,-0.0078,0.0162,-0.6755,77,random
389,3189376,11657,18,1654.2,2615.8,3.1,8.0,1.87,0.6667,0.6,0.75,0.0,0.6667,,378.9,6.89,12.0,0.7262,16.09,0.2614,2.07,0.0092,0.0822,0.9222,-0.0081,0.0129,-0.6712,77,random
390,3197568,11686,29,1665.8,2369.1,3.5,8.0,2.1,0.8889,0.8,1.0,0.0,0.8889,,374.1,6.41,8.0,0.6646,15.3,0.2436,1.94,0.0093,0.081,0.8925,-0.0077,0.0205,-0.6113,77,random
391,3205760,11715,29,1677.3,2424.2,3.4,7.6,2.1,0.8462,0.6667,1.0,0.0,0.8462,,320.1,5.86,10.46,0.6605,15.23,0.2425,1.94,0.0112,0.09,0.8639,-0.0072,0.0296,-0.6214,78,random
392,3213952,11739,24,1688.8,2212.0,3.7,7.8,2.43,0.75,0.75,0.75,0.0,0.75,,311.5,5.42,5.92,0.6604,14.71,0.2456,1.94,0.0104,0.084,0.8754,-0.0081,0.0236,-0.6111,78,random
393,3222144,11769,30,1700.8,2042.6,4.0,8.1,2.63,0.75,0.7143,0.7778,0.0625,0.75,,308.6,5.63,6.75,0.6579,16.19,0.2363,1.93,0.0111,0.0851,0.8875,-0.0072,0.0208,-0.6103,78,random
394,3230336,11783,14,1712.6,2347.7,3.5,8.1,2.18,0.5,0.0,1.0,0.0,0.5,,345.5,6.36,-0.33,0.7192,16.11,0.2588,2.05,0.0089,0.0764,0.9133,-0.0089,0.0168,-0.6562,78,random
395,3238528,11811,28,1724.3,2349.5,3.5,8.0,2.27,0.7857,0.7143,0.8571,0.0,0.7857,,342.0,6.39,13.43,0.6919,15.97,0.2497,2.0,0.0097,0.0785,0.8362,-0.0073,0.0321,-0.6584,78,random
396,3246720,11834,23,1735.8,2398.7,3.4,7.8,2.17,0.8333,0.5,1.0,0.0,0.8333,,409.5,6.65,10.0,0.6985,16.16,0.2511,2.01,0.0084,0.077,0.8777,-0.0096,0.0225,-0.6586,79,random
397,3254912,11857,23,1747.4,2287.8,3.6,7.9,2.31,0.6364,0.5,0.8,0.0909,0.6364,,402.9,7.17,4.91,0.7554,16.67,0.2685,2.13,0.0097,0.0766,0.9237,-0.0084,0.0161,-0.6764,79,random
398,3263104,11887,30,1758.8,2407.2,3.4,7.8,2.17,0.8571,0.8571,0.8571,0.0,0.8571,,259.2,5.0,9.5,0.7032,15.57,0.2561,2.02,0.0095,0.0763,0.8285,-0.0082,0.0298,-0.6378,79,random
399,3271296,11913,26,1770.2,2388.9,3.4,7.6,2.1,0.9231,0.875,1.0,0.0,0.9231,,300.3,5.85,13.23,0.7052,15.58,0.2568,2.02,0.0075,0.0655,0.8974,-0.0085,0.0193,-0.6401,79,random
400,3279488,11940,27,1781.5,2346.6,3.5,7.6,2.19,0.6429,0.5,0.75,0.0,0.6429,,256.6,4.78,3.14,0.6952,15.76,0.2521,2.0,0.0087,0.0712,0.9006,-0.0081,0.0192,-0.6318,79,random
401,3287680,11969,29,1792.6,2382.3,3.4,7.6,2.21,0.8462,0.8889,0.75,0.0,0.8462,,317.6,5.69,10.0,0.676,15.16,0.2486,1.97,0.0093,0.079,0.8293,-0.0086,0.0288,-0.6457,80,random
402,3295872,11992,23,1803.6,2544.7,3.2,7.7,1.95,0.5385,0.5556,0.5,0.0,0.5385,,283.4,5.87,0.69,0.7064,15.5,0.2578,2.03,0.0108,0.0804,0.91,-0.0073,0.0185,-0.6859,80,random
403,3306176,12026,26,4.7,1797.8,4.6,7.7,3.37,0.92,1.0,0.8824,0.0,0.92,,70.2,2.35,9.56,0.5533,12.9,0.2163,1.74,0.0098,0.0646,0.8716,-0.0055,0.0243,-0.4918,80,random
404,3314368,12050,24,16.6,2009.0,4.1,8.0,2.8,0.5,0.4,0.625,0.0,0.5,,146.8,3.79,3.72,0.6745,14.34,0.2533,1.96,0.0098,0.0802,0.8985,-0.0044,0.0206,-0.6312,80,random
405,3322560,12072,22,28.3,2352.1,3.5,7.8,2.19,0.75,0.6667,0.8333,0.0,0.75,,276.0,5.82,8.08,0.7637,16.51,0.2724,2.15,0.0104,0.0794,0.9235,-0.0065,0.0148,-0.6942,80,random
406,3330752,12094,22,39.7,2361.9,3.5,7.8,2.16,0.6667,0.5,0.8,0.0,0.6667,,309.6,5.77,4.0,0.7243,15.81,0.2624,2.06,0.0113,0.0789,0.8899,-0.0089,0.0202,-0.6683,81,random
407,3338944,12122,28,51.5,2092.2,3.9,7.8,2.54,0.8,0.7143,1.0,0.0,0.8,,307.3,5.43,5.2,0.7629,16.06,0.2748,2.14,0.0093,0.0917,0.912,-0.008,0.0187,-0.7188,81,random
408,3347136,12152,30,63.7,1996.1,4.1,8.0,2.72,0.6111,0.4,0.875,0.0,0.6111,,296.4,5.7,-0.89,0.728,16.0,0.2626,2.07,0.0099,0.0792,0.8677,-0.0085,0.0271,-0.682,81,random
409,3355328,12185,33,75.7,2105.1,3.9,8.1,2.42,0.6842,0.5,1.0,0.0,0.6842,,263.2,5.06,6.37,0.7412,15.76,0.2688,2.1,0.0104,0.0929,0.8641,-0.0066,0.0299,-0.6762,81,random
410,3363520,12206,21,87.7,2238.5,3.7,7.8,2.27,0.9167,0.8,1.0,0.0,0.9167,,274.0,5.43,13.08,0.7541,15.99,0.272,2.13,0.0109,0.08,0.907,-0.0079,0.0182,-0.6948,81,random
411,3371712,12228,22,99.1,2350.1,3.5,7.7,2.16,0.8571,0.8571,,0.0,0.8571,,361.3,5.95,9.14,0.7901,16.43,0.2822,2.2,0.0133,0.0921,0.8757,-0.008,0.021,-0.7136,82,random
412,3379904,12247,19,110.5,2341.3,3.5,7.8,2.19,0.6667,,0.6667,0.0,0.6667,,342.7,6.42,8.33,0.7652,15.94,0.2764,2.15,0.0079,0.076,0.914,-0.0094,0.0166,-0.7192,82,random
413,3388096,12276,29,122.0,2313.2,3.5,7.8,2.22,0.8462,1.0,0.7143,0.0,0.8462,,297.6,4.97,14.85,0.7828,16.14,0.2814,2.19,0.0111,0.0835,0.8702,-0.0084,0.0237,-0.7119,82,random
414,3396288,12302,26,133.6,2221.4,3.7,7.9,2.35,0.7,0.5,0.8333,0.0,0.7,,349.0,6.19,3.7,0.7804,16.72,0.2771,2.18,0.0119,0.0827,0.8829,-0.0101,0.019,-0.7093,82,random
415,3404480,12328,26,145.7,2003.2,4.1,8.0,2.73,0.5455,0.2,0.8333,0.0,0.5455,,376.6,6.42,2.82,0.8063,16.92,0.2851,2.24,0.0104,0.084,0.8078,-0.0088,0.0247,-0.7243,82,random
416,3412672,12350,22,157.9,2081.5,3.9,8.0,2.57,0.9167,1.0,0.8889,0.0,0.9167,,341.2,6.27,3.0,0.7467,15.37,0.2733,2.11,0.0111,0.0881,0.805,-0.0073,0.0276,-0.6924,83,random
417,3420864,12378,28,169.7,2227.5,3.7,8.1,2.31,0.8333,0.8182,0.8571,0.0,0.8333,,281.0,5.71,2.72,0.7593,15.4,0.2777,2.14,0.0136,0.0991,0.8477,-0.0086,0.0208,-0.7085,83,random
418,3429056,12393,15,181.4,2351.2,3.5,7.7,2.18,1.0,,1.0,0.0,1.0,,307.1,5.67,19.17,0.7851,16.74,0.2786,2.19,0.0124,0.0861,0.9074,-0.0101,0.0138,-0.7066,83,random
419,3437248,12416,23,192.9,2323.7,3.5,7.8,2.21,0.75,0.5,1.0,0.0,0.75,,408.7,7.39,11.92,0.7919,16.33,0.2836,2.21,0.0126,0.0904,0.9138,-0.0093,0.0148,-0.7379,83,random
420,3445440,12448,32,204.9,1991.8,4.1,7.7,2.67,0.9286,1.0,0.9,0.0,0.9286,,352.3,6.22,14.36,0.7314,15.82,0.2649,2.08,0.0094,0.0809,0.859,-0.0085,0.0273,-0.6922,83,random
421,3453632,12478,30,216.8,2027.9,4.0,7.7,2.7,0.6923,0.5714,0.8333,0.0,0.6923,,331.7,5.77,7.77,0.7252,15.67,0.2635,2.07,0.0105,0.0757,0.8946,-0.0101,0.0183,-0.6522,84,random
422,3461824,12502,24,228.8,1978.8,4.1,7.9,2.79,0.7857,0.7143,0.8571,0.0,0.7857,,329.4,6.29,4.79,0.769,16.61,0.2736,2.16,0.0101,0.0795,0.8505,-0.0081,0.023,-0.6911,84,random
423,3470016,12525,23,241.1,1932.9,4.2,7.7,2.98,0.4545,0.3333,0.6,0.0909,0.4545,,343.8,6.61,-1.0,0.7769,16.56,0.2768,2.17,0.0113,0.0888,0.8921,-0.0094,0.0197,-0.7047,84,random
424,3478208,12557,32,253.4,1840.7,4.5,7.8,3.14,0.8095,0.7778,0.8333,0.0,0.8095,,255.2,5.41,6.48,0.7616,16.35,0.2726,2.14,0.0104,0.0867,0.896,-0.0085,0.0233,-0.7083,84,random
425,3486400,12582,25,265.5,1989.4,4.1,7.9,2.76,0.8235,0.5714,1.0,0.0,0.8235,,225.2,4.92,9.76,0.7268,15.42,0.2657,2.07,0.0112,0.0806,0.8827,-0.0088,0.0231,-0.6969,84,random
426,3494592,12614,32,277.5,2073.2,4.0,7.7,2.6,0.7273,0.6667,0.8571,0.0,0.7273,,314.8,6.56,1.27,0.7468,15.91,0.2699,2.11,0.0102,0.0848,0.8293,-0.0088,0.0312,-0.7043,85,random
427,3502784,12644,30,289.2,2153.3,3.8,8.1,2.43,0.6923,0.5714,0.8333,0.0,0.6923,,363.3,6.13,10.46,0.7367,15.36,0.2697,2.09,0.0152,0.1131,0.8632,-0.0045,0.0263,-0.6847,85,random
428,3510976,12669,25,301.1,2232.8,3.7,7.7,2.4,0.75,0.8571,0.6,0.0,0.75,,228.8,4.44,8.42,0.7472,16.19,0.2683,2.11,0.0114,0.0852,0.8987,-0.0079,0.0183,-0.7026,85,random
429,3519168,12701,32,313.0,2040.6,4.0,7.6,2.66,0.6667,0.4286,0.8182,0.0,0.6667,,270.9,5.59,2.11,0.7909,16.03,0.285,2.21,0.0122,0.0891,0.8761,-0.0084,0.0235,-0.7283,85,random
430,3527360,12724,23,324.5,2225.0,3.7,7.4,2.39,0.8462,0.5,1.0,0.0,0.8462,,315.8,6.0,14.92,0.806,16.32,0.2886,2.24,0.0105,0.0822,0.8548,-0.0084,0.0243,-0.7388,85,random
431,3535552,12750,26,335.6,2303.0,3.6,7.5,2.25,0.5,0.5,0.5,0.0,0.5,,287.7,5.46,-3.08,0.779,15.55,0.2839,2.18,0.0137,0.0954,0.8382,-0.0071,0.0266,-0.7308,86,random
432,3543744,12791,41,346.9,2261.9,3.6,7.5,2.28,0.5263,0.5,0.5714,0.0,0.5263,,275.1,5.2,2.0,0.8006,15.26,0.2938,2.23,0.0113,0.0811,0.8363,-0.009,0.031,-0.7154,86,random
433,3551936,12817,26,358.4,2146.4,3.8,7.4,2.52,0.75,0.5,1.0,0.0,0.75,,299.7,5.04,7.5,0.7941,16.06,0.286,2.21,0.0104,0.0906,0.8527,-0.009,0.0263,-0.7127,86,random
434,3560128,12842,25,370.4,1858.0,4.4,7.7,3.11,0.8889,0.8333,1.0,0.0,0.8889,,299.1,5.08,11.33,0.8116,16.16,0.2917,2.25,0.0094,0.0805,0.878,-0.0082,0.0204,-0.761,86,random
435,3568320,12876,34,382.8,1820.1,4.5,7.9,3.23,0.6923,0.5625,0.9,0.0385,0.6923,,246.6,5.85,9.23,0.8231,15.83,0.298,2.28,0.0125,0.0913,0.8368,-0.009,0.028,-0.7611,86,random
436,3576512,12904,28,395.0,1984.9,4.1,7.5,2.85,0.65,0.7273,0.5556,0.0,0.65,,239.1,5.64,8.55,0.7674,16.3,0.275,2.15,0.0106,0.089,0.8132,-0.0075,0.0273,-0.7189,87,random
437,3584704,12928,24,406.8,1956.3,4.2,7.6,2.9,0.8462,0.7778,1.0,0.0,0.8462,,333.1,6.04,4.46,0.8147,16.02,0.2937,2.26,0.0133,0.1017,0.8425,-0.0091,0.0254,-0.7646,87,random
438,3592896,12955,27,418.7,1985.5,4.1,3.8,2.78,0.6316,0.5,0.8571,0.0,0.6316,,335.0,6.81,4.63,0.8246,16.43,0.2946,2.28,0.0149,0.0779,0.8038,-0.0036,0.0249,-0.7707,87,random
439,3601088,12981,26,426.7,2030.1,4.0,7.6,2.76,0.8667,0.6,1.0,0.0,0.8667,,292.8,6.08,7.53,0.832,17.06,0.2933,2.3,0.0133,0.0919,0.8171,-0.0068,0.0237,-0.7633,87,random
440,3609280,13006,25,438.6,2033.7,4.0,7.7,2.76,0.7857,0.8333,0.75,0.0,0.7857,,266.6,5.28,5.79,0.7547,16.13,0.2714,2.13,0.0104,0.085,0.8472,-0.0092,0.0211,-0.7252,87,random
441,3617472,13028,22,450.3,2138.7,3.8,7.8,2.52,0.4545,0.375,0.6667,0.0,0.4545,,414.5,7.41,-3.64,0.82,16.88,0.2901,2.27,0.0101,0.0853,0.8675,-0.0088,0.0192,-0.7371,88,random
442,3625664,13053,25,462.3,2037.5,4.0,7.8,2.71,0.8462,0.7143,1.0,0.0,0.8462,,342.0,6.32,5.38,0.7582,15.93,0.2739,2.13,0.0108,0.0829,0.8567,-0.0094,0.0186,-0.7113,88,random
443,3633856,13081,28,474.7,1823.8,4.5,7.5,3.13,0.8333,0.7778,0.8889,0.0,0.8333,,258.4,5.61,5.06,0.7816,16.97,0.2761,2.19,0.0094,0.0722,0.8609,-0.0085,0.0233,-0.7045,88,random
444,3642048,13110,29,486.4,2058.3,4.0,7.9,2.64,0.7222,0.6667,0.7778,0.0,0.7222,,272.6,5.38,7.78,0.7919,16.31,0.2837,2.21,0.0111,0.0947,0.8299,-0.008,0.0287,-0.7141,88,random
445,3650240,13132,22,498.6,1992.6,4.1,7.7,2.76,0.6667,0.75,0.6,0.0,0.6667,,385.8,6.91,10.78,0.724,15.62,0.2634,2.06,0.0121,0.0974,0.8517,-0.0065,0.0258,-0.6774,88,random
446,3658432,13157,25,510.0,2284.6,3.6,7.7,2.33,0.5833,0.5,0.6667,0.0,0.5833,,372.6,6.8,4.5,0.7091,15.08,0.2613,2.03,0.0101,0.0915,0.8377,-0.0074,0.0229,-0.6763,89,random
447,3666624,13184,27,521.4,2306.6,3.6,7.7,2.33,0.5833,0.6,0.5714,0.0,0.5833,,330.8,6.22,8.42,0.7351,15.6,0.2676,2.09,0.0082,0.0689,0.858,-0.0097,0.0197,-0.6812,89,random
448,3674816,13205,21,533.0,2205.3,3.7,7.5,2.37,0.6667,0.4,0.8571,0.0,0.6667,,271.0,5.52,6.33,0.7062,15.29,0.259,2.03,0.0086,0.0723,0.911,-0.0085,0.0145,-0.6801,89,random
449,3683008,13227,22,544.3,2260.8,3.6,7.5,2.35,0.75,0.6667,0.7778,0.0,0.75,,324.2,6.18,5.42,0.7376,16.07,0.2656,2.09,0.0104,0.0892,0.9177,-0.0097,0.0147,-0.6738,89,random
450,3691200,13260,33,555.7,2165.4,3.8,7.5,2.48,0.7333,0.6,0.8,0.0,0.7333,,346.6,6.21,6.87,0.7058,16.09,0.2541,2.03,0.0147,0.1003,0.7607,-0.0056,0.0348,-0.678,89,random
451,3699392,13281,21,567.0,2212.3,3.7,7.6,2.38,0.9231,0.875,1.0,0.0,0.9231,,294.1,5.81,10.38,0.7226,16.04,0.2603,2.06,0.0092,0.084,0.849,-0.0063,0.0216,-0.6708,90,random
452,3707584,13306,25,578.8,2067.1,4.0,7.5,2.61,0.7273,0.4,1.0,0.0,0.7273,,373.1,6.4,6.55,0.7478,16.64,0.266,2.11,0.0144,0.1063,0.8663,-0.0075,0.0219,-0.6714,90,random
453,3715776,13327,21,590.0,2304.6,3.6,7.5,2.28,0.7273,1.0,0.625,0.0,0.7273,,338.0,6.29,13.55,0.7357,16.02,0.2652,2.09,0.0093,0.0859,0.8724,-0.0078,0.0208,-0.7057,90,random
454,3723968,13364,37,601.2,2289.5,3.6,7.7,2.33,0.5,0.3333,0.6667,0.0,0.5,,327.9,6.08,-0.83,0.7309,15.42,0.2672,2.08,0.0102,0.0777,0.8673,-0.008,0.026,-0.6595,90,random
455,3732160,13384,20,613.0,2064.1,4.0,7.4,2.65,0.875,0.8333,0.9,0.0,0.875,,208.8,4.85,11.19,0.695,15.2,0.2554,2.0,0.0096,0.0793,0.9214,-0.0084,0.0155,-0.6868,90,random
456,3740352,13414,30,624.3,2203.1,3.7,7.7,2.41,0.6429,0.5714,0.7143,0.0,0.6429,,327.7,5.67,2.29,0.7548,15.42,0.2759,2.13,0.011,0.084,0.8741,-0.0088,0.0248,-0.6993,91,random
457,3748544,13444,30,636.1,2091.9,3.9,7.7,2.56,0.8824,0.9091,0.8333,0.0,0.8824,,313.5,5.97,5.65,0.7233,15.73,0.2625,2.06,0.0106,0.0872,0.8202,-0.0062,0.0346,-0.6796,91,random
458,3756736,13471,27,647.7,2235.7,3.7,7.8,2.29,0.4545,0.6,0.3333,0.0,0.4545,,302.7,5.56,1.45,0.72,15.13,0.265,2.05,0.0104,0.0875,0.8291,-0.0071,0.0271,-0.6686,91,random
459,3764928,13494,23,659.4,2192.0,3.7,8.0,2.43,0.8667,0.8333,0.8889,0.0,0.8667,,242.6,5.09,9.6,0.8002,16.42,0.2859,2.23,0.0104,0.074,0.9079,-0.0081,0.0164,-0.7171,91,random
460,3773120,13525,31,671.5,2085.8,3.9,7.8,2.55,0.8,0.8,0.8,0.0,0.8,,307.1,5.77,6.13,0.7581,15.84,0.2744,2.13,0.0103,0.0848,0.9128,-0.0092,0.0181,-0.71,91,random
461,3781312,13551,26,683.4,2069.7,4.0,7.5,2.65,0.5,0.5714,0.3333,0.0,0.5,,371.9,6.46,0.8,0.7577,16.35,0.2712,2.13,0.0106,0.0934,0.8982,-0.0098,0.0204,-0.6791,92,random
462,3789504,13580,29,695.2,2002.0,4.1,7.5,2.7,0.5238,0.4545,0.6,0.0,0.5238,,292.0,6.0,3.62,0.7086,15.25,0.2601,2.03,0.0123,0.0887,0.8943,-0.0077,0.0226,-0.666,92,random
463,3797696,13602,22,706.3,2419.2,3.4,7.6,2.1,1.0,1.0,1.0,0.0,1.0,,317.7,5.64,11.1,0.7767,16.82,0.2752,2.17,0.0093,0.0806,0.9257,-0.0081,0.0151,-0.682,92,random
464,3805888,13618,16,717.3,2516.1,3.3,7.7,1.98,1.0,,1.0,0.0,1.0,,313.9,5.56,16.5,0.7448,15.85,0.2696,2.11,0.0103,0.0903,0.9266,-0.0059,0.0153,-0.6818,92,random
465,3814080,13642,24,729.0,2162.0,3.8,8.1,2.44,0.7,0.5714,1.0,0.0,0.7,,333.4,6.25,1.4,0.7937,17.02,0.2801,2.21,0.0095,0.0883,0.8974,-0.0078,0.0213,-0.7183,92,random
466,3822272,13668,26,741.2,2074.8,3.9,7.9,2.6,0.5455,0.4286,0.75,0.0,0.5455,,394.5,6.62,2.55,0.7462,16.59,0.2657,2.11,0.0101,0.0774,0.8985,-0.0091,0.0213,-0.7029,93,random
467,3830464,13695,27,753.2,2074.0,3.9,7.7,2.62,0.6471,0.5,0.7778,0.0,0.6471,,303.5,6.04,3.29,0.7608,16.0,0.2744,2.14,0.0086,0.0717,0.8939,-0.0078,0.026,-0.6816,93,random
468,3838656,13726,31,764.8,2158.4,3.8,7.6,2.48,0.6429,0.6,0.75,0.0,0.6429,,298.6,5.45,7.64,0.7427,15.8,0.2691,2.1,0.0114,0.0779,0.8835,-0.0099,0.027,-0.6771,93,random
469,3846848,13756,30,776.6,2024.8,4.0,7.5,2.71,0.7647,0.3333,0.8571,0.0,0.7647,,299.7,5.67,7.82,0.743,16.28,0.2664,2.1,0.0114,0.085,0.9027,-0.0101,0.0223,-0.6541,93,random
470,3855040,13779,23,788.2,2120.3,3.9,7.7,2.54,0.7,0.8571,0.3333,0.0,0.7,,302.0,5.78,6.0,0.6938,15.54,0.2529,2.0,0.0095,0.0861,0.8927,-0.0083,0.0203,-0.6441,93,random
471,3863232,13806,27,800.0,2056.8,4.0,7.9,2.69,0.7333,0.7,0.8,0.0,0.7333,,326.9,6.41,5.73,0.7607,16.34,0.2723,2.14,0.011,0.0849,0.8757,-0.0098,0.0259,-0.6741,94,random
472,3871424,13836,30,812.1,2074.6,3.9,7.9,2.58,0.75,0.7143,0.7778,0.0,0.75,,279.2,5.27,6.12,0.7439,16.12,0.2676,2.1,0.0093,0.0711,0.8763,-0.0086,0.025,-0.6664,94,random
473,3879616,13861,25,823.9,2185.5,3.7,8.0,2.38,0.8333,0.75,0.875,0.0,0.8333,,325.8,5.92,15.0,0.7046,15.95,0.2544,2.02,0.0105,0.0896,0.8977,-0.0078,0.0205,-0.661,94,random
474,3887808,13880,19,835.5,2302.3,3.6,8.2,2.25,0.6,0.6667,0.5,0.0,0.6,,314.2,6.05,5.1,0.7163,16.03,0.2582,2.05,0.0104,0.0801,0.9351,-0.0074,0.0143,-0.6771,94,random
475,3896000,13901,21,847.5,2312.3,3.5,8.0,2.25,0.6154,0.4286,0.8333,0.0,0.6154,,286.9,5.81,1.38,0.7501,17.72,0.2609,2.12,0.0105,0.0809,0.8834,-0.0087,0.0237,-0.6632,94,random
476,3904192,13925,24,859.4,2205.2,3.7,7.9,2.44,0.8,0.6,1.0,0.0,0.8,,366.4,6.42,6.6,0.7034,15.99,0.2538,2.02,0.009,0.0779,0.932,-0.0089,0.0165,-0.6519,95,random
477,3912384,13955,30,871.4,2094.0,3.9,7.7,2.6,0.7692,0.5,1.0,0.0,0.7692,,344.9,6.13,9.15,0.7079,16.41,0.253,2.03,0.0103,0.0746,0.9332,-0.0077,0.0171,-0.6629,95,random
478,3920576,13984,29,883.2,2112.4,3.9,7.7,2.59,0.7333,0.5714,0.875,0.0,0.7333,,321.6,5.72,7.33,0.6445,15.28,0.2364,1.91,0.01,0.0702,0.898,-0.0092,0.0199,-0.6052,95,random
479,3928768,14011,27,894.6,2285.9,3.6,7.7,2.32,0.9,0.75,1.0,0.0,0.9,,371.7,6.48,7.5,0.6753,15.62,0.2457,1.96,0.0097,0.0808,0.9027,-0.0088,0.0205,-0.6144,95,random
480,3936960,14036,25,906.2,2209.4,3.7,7.5,2.44,0.6923,0.6667,0.75,0.0,0.6923,,260.4,5.32,7.92,0.6875,16.3,0.2463,1.99,0.0088,0.068,0.9022,-0.0086,0.0206,-0.6078,95,random
481,3945152,14064,28,917.6,2215.8,3.7,7.6,2.41,0.6667,0.7143,0.6,0.0,0.6667,,257.2,4.93,5.5,0.7128,15.98,0.2572,2.04,0.0098,0.0792,0.9239,-0.0097,0.018,-0.6073,96,random
482,3953344,14086,22,929.1,2208.8,3.7,7.9,2.44,0.8333,0.6667,1.0,0.0,0.8333,,345.8,6.14,10.75,0.6518,16.32,0.2334,1.92,0.0104,0.0858,0.9055,-0.0068,0.0213,-0.5969,96,random
483,3961536,14118,32,941.3,1986.3,4.1,7.6,2.81,0.6667,0.625,0.7,0.0,0.6667,,322.3,6.28,6.22,0.6766,16.13,0.2433,1.97,0.0111,0.087,0.8625,-0.0083,0.031,-0.594,96,random
484,3969728,14143,25,953.1,2034.5,4.0,8.1,2.71,0.6923,0.4286,1.0,0.0,0.6923,,354.7,6.68,6.46,0.6368,14.93,0.2356,1.89,0.0102,0.0791,0.9147,-0.0086,0.0173,-0.5794,96,random
485,3977920,14169,26,965.0,2267.7,3.6,7.6,2.33,0.8235,0.6667,1.0,0.0,0.8235,,259.7,5.31,5.53,0.6574,16.31,0.2355,1.93,0.0101,0.0777,0.8937,-0.0073,0.0225,-0.5863,96,random
486,3986112,14198,29,976.2,2368.6,3.5,7.7,2.18,0.5,0.25,1.0,0.0,0.5,,310.2,5.66,-2.58,0.6519,15.96,0.2353,1.92,0.0093,0.0879,0.8973,-0.0059,0.0239,-0.5838,97,random
487,3994304,14217,19,987.5,2299.2,3.6,7.8,2.29,0.875,1.0,0.5,0.0,0.875,,314.9,5.84,16.5,0.6346,15.62,0.2309,1.89,0.0087,0.0869,0.9186,-0.0069,0.0179,-0.5541,97,random
488,4002496,14249,32,999.2,2212.8,3.7,7.8,2.36,0.3571,0.3636,0.3333,0.0,0.3571,,271.7,4.59,0.43,0.5993,15.52,0.2185,1.82,0.0093,0.0838,0.8241,-0.0075,0.0376,-0.5644,97,random
489,4010688,14272,23,1011.0,2182.7,3.8,7.7,2.46,0.9,0.8,1.0,0.0,0.9,,317.1,5.7,11.4,0.6069,16.15,0.2181,1.83,0.0107,0.0831,0.8849,-0.0084,0.0231,-0.563,97,random
490,4018880,14300,28,1022.5,2206.9,3.7,7.8,2.39,0.6429,0.4286,0.8571,0.0,0.6429,,347.6,5.89,2.64,0.5969,15.75,0.2165,1.82,0.0106,0.0881,0.9054,-0.0076,0.0205,-0.584,97,random
491,4027072,14322,22,1034.2,2196.2,3.7,8.0,2.39,0.8667,0.8,0.9,0.0,0.8667,,269.0,5.86,8.0,0.6517,16.36,0.2332,1.92,0.0114,0.0767,0.899,-0.0077,0.0195,-0.5627,98,random
492,4035264,14346,24,1046.3,2085.8,3.9,7.7,2.66,0.7778,0.8,0.75,0.0,0.7778,,421.9,6.96,6.22,0.6249,15.71,0.2269,1.87,0.0101,0.0806,0.9231,-0.0083,0.0193,-0.5787,98,random
493,4043456,14376,30,1058.1,2067.2,4.0,7.9,2.62,0.8235,0.7778,0.875,0.0,0.8235,,318.4,6.2,8.88,0.5913,16.27,0.212,1.81,0.0108,0.0721,0.9122,-0.0081,0.0191,-0.5604,98,random
494,4051648,14398,22,1069.7,2285.0,3.6,7.7,2.35,0.6667,1.0,0.6,0.0,0.6667,,331.1,6.23,8.75,0.6029,15.67,0.2191,1.83,0.009,0.0711,0.9001,-0.007,0.0215,-0.5487,98,random
495,4059840,14424,26,1081.3,2222.9,3.7,7.8,2.42,0.6875,0.5,0.8,0.0,0.6875,,325.9,6.08,4.69,0.5951,15.38,0.2178,1.81,0.0099,0.0792,0.9072,-0.0075,0.0201,-0.5624,98,random
496,4068032,14447,23,1092.9,2246.7,3.6,7.6,2.33,0.6154,0.5,0.8,0.0,0.6154,,298.9,5.74,-0.85,0.6484,16.21,0.2328,1.91,0.0083,0.0691,0.8735,-0.0077,0.0267,-0.5656,99,random
497,4076224,14474,27,1103.9,2540.5,3.2,7.8,1.98,0.5,0.4444,0.6,0.0,0.5,,282.7,4.96,1.71,0.6149,16.37,0.2199,1.85,0.0081,0.0616,0.8809,-0.0074,0.0211,-0.5793,99,random
498,4084416,14495,21,1115.1,2560.2,3.2,7.7,1.97,0.8889,0.8333,1.0,0.0,0.8889,,357.6,6.38,12.78,0.6119,15.29,0.2243,1.84,0.0126,0.084,0.899,-0.0075,0.0173,-0.556,99,random
499,4092608,14511,16,1126.1,2601.0,3.1,7.5,1.93,0.7143,0.6667,0.75,0.0,0.7143,,398.5,6.81,6.57,0.6176,16.65,0.2196,1.85,0.0105,0.0774,0.9099,-0.0082,0.0156,-0.5574,99,random
